<<<<<<< HEAD
Data,Date,Month,Company ,Industry Sector,Gender,,Accident type,
11-04-2016 00:00,2016,April,Company_01,Mining,Male,,Others,
14-04-2016 00:00,2016,April,Company_02,Metals,Male,,Pressurized Systems,
14-04-2016 00:00,2016,April,Company_01,Mining,Male,,Others,
16-04-2016 00:00,2016,April,Company_01,Mining,Male,,Others,
16-04-2016 00:00,2016,April,Company_01,Mining,Male,,Others,
15-04-2016 00:00,2016,April,Company_01,Mining,Male,,Others,
17-04-2016 00:00,2016,April,Company_02,Metals,Male,,Cut,
18-04-2016 00:00,2016,April,Company_01,Mining,Male,,Others,
21-04-2016 00:00,2016,April,Company_02,Mining,Male,,Others,
22-04-2016 00:00,2016,April,Company_01,Mining,Male,,Others,
23-04-2016 00:00,2016,April,Company_01,Mining,Male,,Others,
22-04-2016 00:00,2016,April,Company_02,Metals,Male,,Pressurized Systems / Chemical Substances,
26-04-2016 00:00,2016,April,Company_02,Metals,Female,,Cut,
28-04-2016 00:00,2016,April,Company_02,Metals,Male,,Chemical substances,
29-04-2016 00:00,2016,April,Company_01,Mining,Male,,Others,
30-04-2016 00:00,2016,April,Company_02,Metals,Male,,Pressed,
30-04-2016 00:00,2016,April,Company_01,Mining,Male,,Others,
30-04-2016 00:00,2016,April,Company_01,Mining,Male,,Others,
01-05-2016 00:00,2016,May,Company_01,Mining,Male,,Others,
02-05-2016 00:00,2016,May,Company_02,Metals,Female,,Chemical substances,
04-05-2016 00:00,2016,May,Company_03,Others,Male,,Manual Tools,
03-05-2016 00:00,2016,May,Company_01,Mining,Male,,Others,
04-05-2016 00:00,2016,May,Company_01,Mining,Male,,Others,
04-05-2016 00:00,2016,May,Company_02,Metals,Female,,Chemical substances,
04-05-2016 00:00,2016,May,Company_02,Metals,Male,,Chemical substances,
05-05-2016 00:00,2016,May,Company_02,Metals,Male,,Manual Tools,
05-05-2016 00:00,2016,May,Company_02,Metals,Male,,Manual Tools,
11-05-2016 00:00,2016,May,Company_01,Mining,Male,,Others,
12-05-2016 00:00,2016,May,Company_01,Metals,Male,,Chemical substances,
11-05-2016 00:00,2016,May,Company_01,Mining,Male,,Others,
14-05-2016 00:00,2016,May,Company_01,Mining,Male,,Others,
17-05-2016 00:00,2016,May,Company_01,Others,Male,,Others,
19-05-2016 00:00,2016,May,Company_01,Mining,Male,,Others,
18-05-2016 00:00,2016,May,Company_02,Metals,Male,,Others,
22-05-2016 00:00,2016,May,Company_02,Metals,Male,,Blocking and isolation of energies,
20-05-2016 00:00,2016,May,Company_01,Metals,Male,,Fall prevention (same level),
22-05-2016 00:00,2016,May,Company_01,Mining,Male,,Others,
24-05-2016 00:00,2016,May,Company_03,Others,Male,,Fall,
12-05-2016 00:00,2016,May,Company_01,Mining,Male,,Others,
25-05-2016 00:00,2016,May,Company_01,Mining,Male,,Others,
27-05-2016 00:00,2016,May,Company_02,Mining,Male,,Others,
25-05-2016 00:00,2016,May,Company_03,Others,Male,,Bees,
26-05-2016 00:00,2016,May,Company_03,Others,Male,,Bees,
26-05-2016 00:00,2016,May,Company_03,Others,Male,,Others,
01-06-2016 00:00,2016,June,Company_02,Metals,Male,,Cut,
02-06-2016 00:00,2016,June,Company_02,Metals,Male,,Cut,
03-06-2016 00:00,2016,June,Company_01,Mining,Male,,Others,
04-06-2016 00:00,2016,June,Company_01,Mining,Male,,Others,
03-06-2016 00:00,2016,June,Company_03,Others,Male,,Others,
05-06-2016 00:00,2016,June,Company_01,Mining,Male,,Others,
05-06-2016 00:00,2016,June,Company_01,Metals,Male,,Fall prevention,
08-06-2016 00:00,2016,June,Company_01,Mining,Male,,Others,
07-06-2016 00:00,2016,June,Company_01,Mining,Male,,Others,
07-06-2016 00:00,2016,June,Company_01,Mining,Male,,Others,
08-06-2016 00:00,2016,June,Company_01,Metals,Male,,Fall prevention (same level),
08-06-2016 00:00,2016,June,Company_03,Others,Male,,Bees,
08-06-2016 00:00,2016,June,Company_03,Others,Male,,Others,
10-06-2016 00:00,2016,June,Company_02,Metals,Male,,Manual Tools,
13-06-2016 00:00,2016,June,Company_01,Mining,Male,,Others,
16-06-2016 00:00,2016,June,Company_01,Mining,Male,,Others,
16-06-2016 00:00,2016,June,Company_03,Others,Male,,Bees,
16-06-2016 00:00,2016,June,Company_03,Others,Male,,Bees,
16-06-2016 00:00,2016,June,Company_03,Others,Male,,Bees,
16-06-2016 00:00,2016,June,Company_03,Others,Male,,Bees,
18-06-2016 00:00,2016,June,Company_03,Others,Male,,Bees,
18-06-2016 00:00,2016,June,Company_03,Others,Male,,Bees,
17-06-2016 00:00,2016,June,Company_02,Metals,Male,,"
Not applicable",
17-06-2016 00:00,2016,June,Company_02,Metals,Male,,Not applicable,
17-06-2016 00:00,2016,June,Company_02,Metals,Male,,Not applicable,
19-06-2016 00:00,2016,June,Company_01,Mining,Male,,Others,
21-06-2016 00:00,2016,June,Company_01,Mining,Male,,Others,
22-06-2016 00:00,2016,June,Company_01,Mining,Male,,Others,
23-06-2016 00:00,2016,June,Company_02,Metals,Male,,Manual Tools,
24-06-2016 00:00,2016,June,Company_01,Mining,Male,,Others,
24-06-2016 00:00,2016,June,Company_01,Mining,Male,,Others,
29-06-2016 00:00,2016,June,Company_01,Mining,Male,,Others,
02-07-2016 00:00,2016,July,Company_01,Mining,Male,,Others,
04-07-2016 00:00,2016,July,Company_01,Metals,Male,,Pressed,
24-06-2016 00:00,2016,June,Company_01,Mining,Male,,Others,
08-07-2016 00:00,2016,July,Company_01,Mining,Male,,Others,
07-07-2016 00:00,2016,July,Company_01,Mining,Male,,Others,
07-07-2016 00:00,2016,July,Company_01,Mining,Male,,Others,
08-07-2016 00:00,2016,July,Company_01,Metals,Male,,Manual Tools,
09-07-2016 00:00,2016,July,Company_03,Others,Male,,Others,
10-07-2016 00:00,2016,July,Company_01,Mining,Male,,Others,
11-07-2016 00:00,2016,July,Company_02,Metals,Male,,Suspended Loads,
14-07-2016 00:00,2016,July,Company_01,Mining,Male,,Others,
15-07-2016 00:00,2016,July,Company_02,Metals,Female,,Chemical substances,
16-07-2016 00:00,2016,July,Company_01,Mining,Male,,Others,
18-07-2016 00:00,2016,July,Company_01,Metals,Male,,Fall prevention (same level),
20-07-2016 00:00,2016,July,Company_02,Metals,Male,,Chemical substances,
21-07-2016 00:00,2016,July,Company_02,Others,Female,,Traffic,
23-07-2016 00:00,2016,July,Company_02,Metals,Male,,Pressurized Systems,
27-07-2016 00:00,2016,July,Company_01,Mining,Male,,Others,
29-07-2016 00:00,2016,July,Company_01,Mining,Male,,Others,
30-07-2016 00:00,2016,July,Company_02,Mining,Male,,Others,
02-08-2016 00:00,2016,August,Company_02,Mining,Male,,Others,
01-08-2016 00:00,2016,August,Company_02,Metals,Female,,Manual Tools,
02-08-2016 00:00,2016,August,Company_03,Others,Male,,Bees,
01-08-2016 00:00,2016,August,Company_01,Mining,Male,,Others,
04-08-2016 00:00,2016,August,Company_02,Metals,Male,,Cut,
11-08-2016 00:00,2016,August,Company_02,Mining,Male,,Others,
11-08-2016 00:00,2016,August,Company_02,Others,Female,,Others,
12-08-2016 00:00,2016,August,Company_01,Mining,Male,,Others,
14-08-2016 00:00,2016,August,Company_01,Mining,Male,,Others,
14-08-2016 00:00,2016,August,Company_02,Metals,Male,,Projection,
15-08-2016 00:00,2016,August,Company_01,Mining,Male,,Others,
18-08-2016 00:00,2016,August,Company_01,Mining,Male,,Others,
19-08-2016 00:00,2016,August,Company_01,Mining,Male,,Others,
22-08-2016 00:00,2016,August,Company_02,Metals,Male,,Pressed,
24-08-2016 00:00,2016,August,Company_02,Metals,Male,,Cut,
25-08-2016 00:00,2016,August,Company_01,Mining,Male,,Others,
24-08-2016 00:00,2016,August,Company_01,Mining,Male,,Others,
29-08-2016 00:00,2016,August,Company_02,Metals,Male,,Chemical substances,
27-08-2016 00:00,2016,August,Company_01,Metals,Male,,Pressurized Systems / Chemical Substances,
30-08-2016 00:00,2016,August,Company_02,Metals,Female,,Others,
30-08-2016 00:00,2016,August,Company_01,Metals,Male,,Others,
01-09-2016 00:00,2016,September,Company_02,Metals,Male,,Manual Tools,
02-09-2016 00:00,2016,September,Company_01,Mining,Male,,Others,
04-09-2016 00:00,2016,September,Company_01,Mining,Male,,Others,
03-09-2016 00:00,2016,September,Company_01,Mining,Male,,Others,
04-09-2016 00:00,2016,September,Company_01,Metals,Male,,Suspended Loads,
06-09-2016 00:00,2016,September,Company_02,Mining,Male,,Others,
05-09-2016 00:00,2016,September,Company_02,Metals,Female,,Venomous Animals,
06-09-2016 00:00,2016,September,Company_02,Mining,Male,,Others,
13-09-2016 00:00,2016,September,Company_01,Mining,Male,,Others,
12-09-2016 00:00,2016,September,Company_01,Others,Female,,Others,
13-09-2016 00:00,2016,September,Company_02,Metals,Male,,Suspended Loads,
15-09-2016 00:00,2016,September,Company_03,Others,Male,,Others,
17-09-2016 00:00,2016,September,Company_01,Metals,Male,,Pressed,
16-09-2016 00:00,2016,September,Company_02,Metals,Male,,Pressurized Systems,
20-09-2016 00:00,2016,September,Company_03,Others,Male,,Fall,
20-09-2016 00:00,2016,September,Company_02,Metals,Male,,Blocking and isolation of energies,
20-09-2016 00:00,2016,September,Company_01,Metals,Male,,Others,
21-09-2016 00:00,2016,September,Company_01,Mining,Male,,Others,
21-09-2016 00:00,2016,September,Company_02,Metals,Male,,Manual Tools,
22-09-2016 00:00,2016,September,Company_01,Mining,Male,,Others,
22-09-2016 00:00,2016,September,Company_01,Metals,Male,,Others,
27-09-2016 00:00,2016,September,Company_01,Metals,Female,,Pressurized Systems,
29-09-2016 00:00,2016,September,Company_01,Mining,Male,,Others,
30-09-2016 00:00,2016,September,Company_01,Mining,Male,,Others,
01-10-2016 00:00,2016,October,Company_01,Mining,Male,,Others,
03-10-2016 00:00,2016,October,Company_01,Mining,Male,,Others,
03-10-2016 00:00,2016,October,Company_02,Metals,Male,,Pressed,
03-10-2016 00:00,2016,October,Company_02,Metals,Male,,Pressed,
03-10-2016 00:00,2016,October,Company_01,Mining,Male,,Others,
04-10-2016 00:00,2016,October,Company_03,Others,Male,,Others,
08-10-2016 00:00,2016,October,Company_01,Mining,Male,,Others,
10-10-2016 00:00,2016,October,Company_01,Mining,Male,,Others,
10-10-2016 00:00,2016,October,Company_01,Mining,Male,,Others,
11-10-2016 00:00,2016,October,Company_02,Metals,Male,,Chemical substances,
13-10-2016 00:00,2016,October,Company_02,Mining,Male,,Others,
13-10-2016 00:00,2016,October,Company_01,Mining,Male,,Others,
18-10-2016 00:00,2016,October,Company_01,Mining,Male,,Others,
18-10-2016 00:00,2016,October,Company_01,Mining,Male,,Others,
20-10-2016 00:00,2016,October,Company_02,Metals,Male,,Pressurized Systems,
23-10-2016 00:00,2016,October,Company_02,Mining,Male,,Others,
24-10-2016 00:00,2016,October,Company_01,Mining,Male,,Others,
26-10-2016 00:00,2016,October,Company_01,Mining,Male,,Others,
27-10-2016 00:00,2016,October,Company_01,Mining,Male,,Others,
29-10-2016 00:00,2016,October,Company_01,Mining,Male,,Others,
29-10-2016 00:00,2016,October,Company_02,Metals,Male,,Pressed,
04-11-2016 00:00,2016,November,Company_01,Mining,Male,,Others,
08-11-2016 00:00,2016,November,Company_01,Mining,Male,,Others,
08-11-2016 00:00,2016,November,Company_02,Metals,Male,,Others,
11-11-2016 00:00,2016,November,Company_01,Metals,Male,,Others,
13-11-2016 00:00,2016,November,Company_01,Metals,Male,,Plates,
19-11-2016 00:00,2016,November,Company_01,Mining,Male,,Others,
21-11-2016 00:00,2016,November,Company_03,Others,Male,,Others,
23-11-2016 00:00,2016,November,Company_01,Metals,Male,,Others,
23-11-2016 00:00,2016,November,Company_01,Mining,Male,,Others,
25-11-2016 00:00,2016,November,Company_02,Mining,Male,,Others,
28-11-2016 00:00,2016,November,Company_01,Mining,Male,,Others,
29-11-2016 00:00,2016,November,Company_02,Metals,Male,,Others,
30-11-2016 00:00,2016,November,Company_01,Mining,Male,,Others,
01-12-2016 00:00,2016,December,Company_01,Mining,Male,,Others,
01-12-2016 00:00,2016,December,Company_01,Mining,Male,,Others,
01-12-2016 00:00,2016,December,Company_01,Mining,Male,,Others,
08-12-2016 00:00,2016,December,Company_01,Mining,Male,,Suspended Loads,
08-12-2016 00:00,2016,December,Company_01,Mining,Male,,Others,
09-12-2016 00:00,2016,December,Company_02,Mining,Male,,Others,
10-12-2016 00:00,2016,December,Company_01,Mining,Male,,Others,
12-12-2016 00:00,2016,December,Company_02,Metals,Male,,Others,
13-12-2016 00:00,2016,December,Company_02,Mining,Male,,Others,
12-12-2016 00:00,2016,December,Company_01,Mining,Male,,Others,
12-12-2016 00:00,2016,December,Company_02,Metals,Male,,Others,
13-12-2016 00:00,2016,December,Company_01,Metals,Male,,Others,
15-12-2016 00:00,2016,December,Company_02,Metals,Male,,Others,
15-12-2016 00:00,2016,December,Company_01,Mining,Male,,Others,
16-12-2016 00:00,2016,December,Company_02,Metals,Female,,Others,
19-12-2016 00:00,2016,December,Company_01,Mining,Male,,Others,
23-12-2016 00:00,2016,December,Company_01,Mining,Male,,Others,
22-12-2016 00:00,2016,December,Company_02,Metals,Male,,Others,
22-12-2016 00:00,2016,December,Company_01,Mining,Male,,Others,
23-12-2016 00:00,2016,December,Company_01,Mining,Male,,Others,
26-12-2016 00:00,2016,December,Company_01,Metals,Male,,Others,
28-12-2016 00:00,2016,December,Company_02,Metals,Male,,Others,
30-12-2016 00:00,2016,December,Company_01,Mining,Male,,Others,
31-12-2016 00:00,2016,December,Company_01,Mining,Male,,Others,
02-01-2017 00:00,2017,January,Company_01,Metals,Male,,Pressed,
05-01-2017 00:00,2017,January,Company_01,Mining,Male,,Projection,
05-01-2017 00:00,2017,January,Company_01,Mining,Male,,Others,
06-01-2017 00:00,2017,January,Company_02,Metals,Male,,Pressed,
07-01-2017 00:00,2017,January,Company_01,Mining,Male,,Others,
08-01-2017 00:00,2017,January,Company_01,Metals,Male,,Cut,
08-01-2017 00:00,2017,January,Company_02,Metals,Male,,Projection/Burning,
09-01-2017 00:00,2017,January,Company_01,Mining,Male,,Others,
09-01-2017 00:00,2017,January,Company_01,Mining,Male,,Others,
10-01-2017 00:00,2017,January,Company_03,Others,Male,,Fall prevention,
12-01-2017 00:00,2017,January,Company_02,Metals,Male,,Manual Tools,
14-01-2017 00:00,2017,January,Company_01,Mining,Male,,Projection,
17-01-2017 00:00,2017,January,Company_01,Mining,Male,,remains of choco,
17-01-2017 00:00,2017,January,Company_02,Metals,Male,,Liquid Metal,
17-01-2017 00:00,2017,January,Company_02,Metals,Male,,Others,
20-01-2017 00:00,2017,January,Company_01,Metals,Male,,Fall prevention,
20-01-2017 00:00,2017,January,Company_01,Mining,Male,,Manual Tools,
21-01-2017 00:00,2017,January,Company_02,Mining,Male,,Others,
21-01-2017 00:00,2017,January,Company_02,Mining,Male,,Others,
23-01-2017 00:00,2017,January,Company_01,Mining,Male,,remains of choco,
24-01-2017 00:00,2017,January,Company_02,Metals,Male,,Fall,
24-01-2017 00:00,2017,January,Company_03,Others,Male,,Venomous Animals,
25-01-2017 00:00,2017,January,Company_01,Mining,Male,,remains of choco,
27-01-2017 00:00,2017,January,Company_01,Mining,Male,,Others,
29-01-2017 00:00,2017,January,Company_01,Mining,Male,,Vehicles and Mobile Equipment,
28-01-2017 00:00,2017,January,Company_01,Mining,Male,,Vehicles and Mobile Equipment,
31-01-2017 00:00,2017,January,Company_02,Metals,Male,,Others,
31-01-2017 00:00,2017,January,Company_01,Mining,Male,,Vehicles and Mobile Equipment,
01-02-2017 00:00,2017,February,Company_03,Others,Male,,Projection/Choco,
04-02-2017 00:00,2017,February,Company_02,Mining,Male,,Manual Tools,
05-02-2017 00:00,2017,February,Company_03,Others,Male,,Others,
07-02-2017 00:00,2017,February,Company_01,Mining,Male,,Others,
07-02-2017 00:00,2017,February,Company_01,Mining,Male,,remains of choco,
08-02-2017 00:00,2017,February,Company_01,Mining,Male,,Cut,
08-02-2017 00:00,2017,February,Company_02,Metals,Female,,Others,
08-02-2017 00:00,2017,February,Company_02,Metals,Male,,Pressed,
08-02-2017 00:00,2017,February,Company_01,Mining,Male,,Cut,
08-02-2017 00:00,2017,February,Company_01,Metals,Male,,Machine Protection,
09-02-2017 00:00,2017,February,Company_01,Mining,Male,,Power lock,
08-02-2017 00:00,2017,February,Company_01,Metals,Male,,Manual Tools,
13-02-2017 00:00,2017,February,Company_02,Metals,Male,,Pressed,
13-02-2017 00:00,2017,February,Company_02,Metals,Male,,Projection,
13-02-2017 00:00,2017,February,Company_02,Metals,Male,,Burn,
14-02-2017 00:00,2017,February,Company_01,Mining,Male,,Pressed,
15-02-2017 00:00,2017,February,Company_03,Others,Male,,Venomous Animals,
16-02-2017 00:00,2017,February,Company_01,Mining,Female,,Fall,
17-02-2017 00:00,2017,February,Company_01,Mining,Male,,Projection/Manual Tools,
17-02-2017 00:00,2017,February,Company_01,Mining,Male,,Chemical substances,
17-02-2017 00:00,2017,February,Company_01,Mining,Male,,Projection,
23-02-2017 00:00,2017,February,Company_01,Mining,Male,,Vehicles and Mobile Equipment,
23-02-2017 00:00,2017,February,Company_02,Mining,Male,,Venomous Animals,
25-02-2017 00:00,2017,February,Company_01,Mining,Male,,Fall,
25-02-2017 00:00,2017,February,Company_01,Mining,Male,,Projection,
25-02-2017 00:00,2017,February,Company_03,Others,Male,,Venomous Animals,
26-02-2017 00:00,2017,February,Company_01,Mining,Male,,Fall,
26-02-2017 00:00,2017,February,Company_02,Mining,Male,,Fall prevention,
27-02-2017 00:00,2017,February,Company_01,Mining,Male,,remains of choco,
27-02-2017 00:00,2017,February,Company_02,Mining,Male,,Others,
01-03-2017 00:00,2017,March,Company_01,Metals,Male,,Others,
02-03-2017 00:00,2017,March,Company_03,Others,Male,,Venomous Animals,
02-03-2017 00:00,2017,March,Company_03,Others,Male,,Venomous Animals,
02-03-2017 00:00,2017,March,Company_03,Others,Male,,Venomous Animals,
04-03-2017 00:00,2017,March,Company_02,Mining,Male,,Vehicles and Mobile Equipment,
06-03-2017 00:00,2017,March,Company_01,Mining,Male,,Fall,
08-03-2017 00:00,2017,March,Company_03,Others,Male,,Others,
09-03-2017 00:00,2017,March,Company_01,Mining,Male,,Vehicles and Mobile Equipment,
08-03-2017 00:00,2017,March,Company_01,Mining,Male,,Vehicles and Mobile Equipment,
09-03-2017 00:00,2017,March,Company_02,Metals,Male,,Machine Protection,
10-03-2017 00:00,2017,March,Company_01,Mining,Male,,Individual protection equipment,
15-03-2017 00:00,2017,March,Company_03,Others,Male,,Venomous Animals,
15-03-2017 00:00,2017,March,Company_03,Others,Male,,Venomous Animals,
15-03-2017 00:00,2017,March,Company_02,Metals,Female,,Chemical substances,
18-03-2017 00:00,2017,March,Company_01,Mining,Male,,Power lock,
22-03-2017 00:00,2017,March,Company_01,Metals,Male,,Power lock,
25-03-2017 00:00,2017,March,Company_01,Mining,Male,,Vehicles and Mobile Equipment,
25-03-2017 00:00,2017,March,Company_03,Others,Male,,Others,
31-03-2017 00:00,2017,March,Company_02,Metals,Male,,Fall prevention,
04-04-2017 00:00,2017,April,Company_02,Metals,Male,,Chemical substances,
05-04-2017 00:00,2017,April,Company_02,Metals,Male,,Suspended Loads,
07-04-2017 00:00,2017,April,Company_02,Mining,Male,,Others,
04-04-2017 00:00,2017,April,Company_03,Others,Male,,Venomous Animals,
06-04-2017 00:00,2017,April,Company_01,Metals,Male,,Others,
07-04-2017 00:00,2017,April,Company_01,Mining,Male,,Fall prevention,
10-04-2017 00:00,2017,April,Company_02,Mining,Male,,Chemical substances,
08-04-2017 00:00,2017,April,Company_03,Others,Male,,Venomous Animals,
11-04-2017 00:00,2017,April,Company_01,Mining,Male,,Electrical Shock,
11-04-2017 00:00,2017,April,Company_01,Mining,Male,,Electrical Shock,
11-04-2017 00:00,2017,April,Company_02,Mining,Male,,Others,
13-04-2017 00:00,2017,April,Company_01,Mining,Male,,Others,
12-04-2017 00:00,2017,April,Company_03,Others,Male,,Venomous Animals,
23-04-2017 00:00,2017,April,Company_01,Mining,Male,,Others,
19-04-2017 00:00,2017,April,Company_03,Others,Male,,Others,
23-04-2017 00:00,2017,April,Company_01,Metals,Male,,Projection,
25-04-2017 00:00,2017,April,Company_03,Others,Male,,Venomous Animals,
25-04-2017 00:00,2017,April,Company_02,Mining,Male,,remains of choco,
25-04-2017 00:00,2017,April,Company_01,Mining,Male,,Pressed,
24-04-2017 00:00,2017,April,Company_01,Mining,Male,,Others,
28-04-2017 00:00,2017,April,Company_02,Metals,Male,,Others,
